"","DtCaseOrDeathOrTest","Jurisdiction","MPctPos7Naat"
"567",2021-07-20,"AUTAUGA","10.7%"
"568",2021-07-21,"AUTAUGA","10.9%"
"569",2021-07-22,"AUTAUGA","11.7%"
"570",2021-07-23,"AUTAUGA","12.7%"
"571",2021-07-24,"AUTAUGA","14.4%"
"572",2021-07-25,"AUTAUGA","18.1%"
"573",2021-07-26,"AUTAUGA","19%"
"574",2021-07-27,"AUTAUGA","19.9%"
"575",2021-07-28,"AUTAUGA","20.9%"
"576",2021-07-29,"AUTAUGA","21.5%"
"577",2021-07-30,"AUTAUGA","22.3%"
"578",2021-07-31,"AUTAUGA","21.8%"
"579",2021-08-01,"AUTAUGA","21.8%"
"580",2021-08-02,"AUTAUGA","22.8%"
"581",2021-08-03,"AUTAUGA","23%"
"582",2021-08-04,"AUTAUGA","23.9%"
"583",2021-08-05,"AUTAUGA","25.6%"
"584",2021-08-06,"AUTAUGA","25.9%"
"585",2021-08-07,"AUTAUGA","25.4%"
"586",2021-08-08,"AUTAUGA","25.7%"
"587",2021-08-09,"AUTAUGA","26.7%"
"588",2021-08-10,"AUTAUGA","27.9%"
"589",2021-08-11,"AUTAUGA","27.7%"
"590",2021-08-12,"AUTAUGA","27.2%"
"591",2021-08-13,"AUTAUGA","27.4%"
"592",2021-08-14,"AUTAUGA","29.1%"
"593",2021-08-15,"AUTAUGA","29.8%"
"594",2021-08-16,"AUTAUGA","27.8%"
"595",2021-08-17,"AUTAUGA","26.5%"
"596",2021-08-18,"AUTAUGA","27.5%"
"597",2021-08-19,"AUTAUGA","27.7%"
"598",2021-08-20,"AUTAUGA","27.5%"
"599",2021-08-21,"AUTAUGA","26.9%"
"600",2021-08-22,"AUTAUGA","26.2%"
"601",2021-08-23,"AUTAUGA","28.9%"
"602",2021-08-24,"AUTAUGA","29.5%"
"603",2021-08-25,"AUTAUGA","28.4%"
"604",2021-08-26,"AUTAUGA","28.3%"
"605",2021-08-27,"AUTAUGA","28.3%"
"606",2021-08-28,"AUTAUGA","28.1%"
"607",2021-08-29,"AUTAUGA","28.4%"
"608",2021-08-30,"AUTAUGA","26.2%"
"609",2021-08-31,"AUTAUGA","25.8%"
"610",2021-09-01,"AUTAUGA","25.6%"
"611",2021-09-02,"AUTAUGA","24.7%"
"612",2021-09-03,"AUTAUGA","24.7%"
"613",2021-09-04,"AUTAUGA","25%"
"614",2021-09-05,"AUTAUGA","24.8%"
"615",2021-09-06,"AUTAUGA","26.4%"
"616",2021-09-07,"AUTAUGA","26.8%"
"617",2021-09-08,"AUTAUGA","27%"
"618",2021-09-09,"AUTAUGA","26.6%"
"619",2021-09-10,"AUTAUGA","27.1%"
"620",2021-09-11,"AUTAUGA","25.8%"
"621",2021-09-12,"AUTAUGA","25.7%"
"622",2021-09-13,"AUTAUGA","24.5%"
"623",2021-09-14,"AUTAUGA","23.6%"
"624",2021-09-15,"AUTAUGA","22.5%"
"625",2021-09-16,"AUTAUGA","22.7%"
"626",2021-09-17,"AUTAUGA","20.1%"
"627",2021-09-18,"AUTAUGA","19.9%"
"628",2021-09-19,"AUTAUGA","19.3%"
"629",2021-09-20,"AUTAUGA","18%"
"630",2021-09-21,"AUTAUGA","16.1%"
"631",2021-09-22,"AUTAUGA","15.7%"
"632",2021-09-23,"AUTAUGA","14.1%"
"633",2021-09-24,"AUTAUGA","15%"
"634",2021-09-25,"AUTAUGA","15.3%"
"635",2021-09-26,"AUTAUGA","14.7%"
"636",2021-09-27,"AUTAUGA","13.4%"
"637",2021-09-28,"AUTAUGA","14.4%"
"638",2021-09-29,"AUTAUGA","14.1%"
"639",2021-09-30,"AUTAUGA","13.4%"
"640",2021-10-01,"AUTAUGA","13.3%"
"641",2021-10-02,"AUTAUGA","12.9%"
"642",2021-10-03,"AUTAUGA","12.5%"
"643",2021-10-04,"AUTAUGA","13.3%"
"644",2021-10-05,"AUTAUGA","12.2%"
"645",2021-10-06,"AUTAUGA","11.5%"
"646",2021-10-07,"AUTAUGA","11.4%"
"647",2021-10-08,"AUTAUGA","10.7%"
"648",2021-10-09,"AUTAUGA","10.4%"
"649",2021-10-10,"AUTAUGA","11%"
"650",2021-10-11,"AUTAUGA","9.7%"
"651",2021-10-12,"AUTAUGA","9.8%"
"652",2021-10-13,"AUTAUGA","9.4%"
"653",2021-10-14,"AUTAUGA","9.9%"
"654",2021-10-15,"AUTAUGA","10.4%"
"655",2021-10-16,"AUTAUGA","10.8%"
"656",2021-10-17,"AUTAUGA","10%"
"657",2021-10-18,"AUTAUGA","9.3%"
"658",2021-10-19,"AUTAUGA","8.8%"
"659",2021-10-20,"AUTAUGA","8.5%"
"660",2021-10-21,"AUTAUGA","8.4%"
"661",2021-10-22,"AUTAUGA","7.7%"
"662",2021-10-23,"AUTAUGA","7.2%"
"663",2021-10-24,"AUTAUGA","7.7%"
"664",2021-10-25,"AUTAUGA","8.2%"
"665",2021-10-26,"AUTAUGA","7.7%"
"666",2021-10-27,"AUTAUGA","7.3%"
"667",2021-10-28,"AUTAUGA","6.8%"
"668",2021-10-29,"AUTAUGA","7.6%"
"669",2021-10-30,"AUTAUGA","8.3%"
"670",2021-10-31,"AUTAUGA","7.8%"
"671",2021-11-01,"AUTAUGA","5.7%"
"672",2021-11-02,"AUTAUGA","6.3%"
"673",2021-11-03,"AUTAUGA","6.4%"
"674",2021-11-04,"AUTAUGA","6.3%"
"675",2021-11-05,"AUTAUGA","5.5%"
"676",2021-11-06,"AUTAUGA","5%"
"677",2021-11-07,"AUTAUGA","4.8%"
"678",2021-11-08,"AUTAUGA","6%"
"679",2021-11-09,"AUTAUGA","5.9%"
"680",2021-11-10,"AUTAUGA","5.5%"
"681",2021-11-11,"AUTAUGA","5%"
"682",2021-11-12,"AUTAUGA","4.9%"
"683",2021-11-13,"AUTAUGA","4.9%"
"684",2021-11-14,"AUTAUGA","5.7%"
"685",2021-11-15,"AUTAUGA","5.2%"
"686",2021-11-16,"AUTAUGA","4.9%"
"687",2021-11-17,"AUTAUGA","5.9%"
"688",2021-11-18,"AUTAUGA","6.2%"
"689",2021-11-19,"AUTAUGA","7.8%"
"690",2021-11-20,"AUTAUGA","7.5%"
"691",2021-11-21,"AUTAUGA","7.7%"
"692",2021-11-22,"AUTAUGA","9.8%"
"693",2021-11-23,"AUTAUGA","10.9%"
"694",2021-11-24,"AUTAUGA","11%"
"695",2021-11-25,"AUTAUGA","11.6%"
"696",2021-11-26,"AUTAUGA","9.8%"
"697",2021-11-27,"AUTAUGA","9.1%"
"698",2021-11-28,"AUTAUGA","9.5%"
"699",2021-11-29,"AUTAUGA","8.2%"
"700",2021-11-30,"AUTAUGA","7.6%"
"701",2021-12-01,"AUTAUGA","7.1%"
"702",2021-12-02,"AUTAUGA","7.7%"
"703",2021-12-03,"AUTAUGA","8%"
"704",2021-12-04,"AUTAUGA","8.3%"
"705",2021-12-05,"AUTAUGA","7.3%"
"706",2021-12-06,"AUTAUGA","7.1%"
"707",2021-12-07,"AUTAUGA","6.9%"
"708",2021-12-08,"AUTAUGA","7%"
"709",2021-12-09,"AUTAUGA","6.2%"
"710",2021-12-10,"AUTAUGA","6.3%"
"711",2021-12-11,"AUTAUGA","6.9%"
"712",2021-12-12,"AUTAUGA","7.3%"
"713",2021-12-13,"AUTAUGA","6.4%"
"714",2021-12-14,"AUTAUGA","6.5%"
"715",2021-12-15,"AUTAUGA","6.9%"
"716",2021-12-16,"AUTAUGA","6.9%"
"717",2021-12-17,"AUTAUGA","7.6%"
"718",2021-12-18,"AUTAUGA","8.7%"
"719",2021-12-19,"AUTAUGA","8.7%"
"720",2021-12-20,"AUTAUGA","10.2%"
"721",2021-12-21,"AUTAUGA","12.6%"
"722",2021-12-22,"AUTAUGA","14.7%"
"723",2021-12-23,"AUTAUGA","17.1%"
"724",2021-12-24,"AUTAUGA","18.4%"
"725",2021-12-25,"AUTAUGA","18.8%"
"726",2021-12-26,"AUTAUGA","21.9%"
"727",2021-12-27,"AUTAUGA","25.4%"
"728",2021-12-28,"AUTAUGA","29.5%"
"729",2021-12-29,"AUTAUGA","34.1%"
"730",2021-12-30,"AUTAUGA","38.7%"
"731",2021-12-31,"AUTAUGA","41%"
"732",2022-01-01,"AUTAUGA","42.4%"
"733",2022-01-02,"AUTAUGA","44.1%"
"734",2022-01-03,"AUTAUGA","47.3%"
"735",2022-01-04,"AUTAUGA","50.7%"
"736",2022-01-05,"AUTAUGA","51.5%"
"737",2022-01-06,"AUTAUGA","49.8%"
"738",2022-01-07,"AUTAUGA","49.7%"
"739",2022-01-08,"AUTAUGA","50%"
"740",2022-01-09,"AUTAUGA","49.6%"
"741",2022-01-10,"AUTAUGA","50.4%"
"742",2022-01-11,"AUTAUGA","49.5%"
"743",2022-01-12,"AUTAUGA","49.9%"
"744",2022-01-13,"AUTAUGA","51.3%"
"745",2022-01-14,"AUTAUGA","52%"
"746",2022-01-15,"AUTAUGA","51.7%"
"747",2022-01-16,"AUTAUGA","52.9%"
"748",2022-01-17,"AUTAUGA","51.6%"
"749",2022-01-18,"AUTAUGA","50.8%"
"750",2022-01-19,"AUTAUGA","49%"
"751",2022-01-20,"AUTAUGA","48.5%"
"752",2022-01-21,"AUTAUGA","47.6%"
"753",2022-01-22,"AUTAUGA","47.4%"
"754",2022-01-23,"AUTAUGA","46.5%"
"755",2022-01-24,"AUTAUGA","46.2%"
"756",2022-01-25,"AUTAUGA","44.8%"
"757",2022-01-26,"AUTAUGA","43.5%"
"758",2022-01-27,"AUTAUGA","42.5%"
"759",2022-01-28,"AUTAUGA","39.9%"
"760",2022-01-29,"AUTAUGA","38.7%"
"761",2022-01-30,"AUTAUGA","37.7%"
"762",2022-01-31,"AUTAUGA","35.2%"
"763",2022-02-01,"AUTAUGA","33.5%"
"764",2022-02-02,"AUTAUGA","32.9%"
"765",2022-02-03,"AUTAUGA","31.3%"
"766",2022-02-04,"AUTAUGA","30.8%"
"767",2022-02-05,"AUTAUGA","30.4%"
"768",2022-02-06,"AUTAUGA","29.4%"
"769",2022-02-07,"AUTAUGA","27%"
"770",2022-02-08,"AUTAUGA","26.3%"
"771",2022-02-09,"AUTAUGA","22.9%"
"772",2022-02-10,"AUTAUGA","20.3%"
"773",2022-02-11,"AUTAUGA","19.3%"
"774",2022-02-12,"AUTAUGA","19.2%"
"775",2022-02-13,"AUTAUGA","18.9%"
"776",2022-02-14,"AUTAUGA","16.5%"
"777",2022-02-15,"AUTAUGA","14.1%"
"778",2022-02-16,"AUTAUGA","13.9%"
"779",2022-02-17,"AUTAUGA","13.2%"
"780",2022-02-18,"AUTAUGA","11.9%"
"781",2022-02-19,"AUTAUGA","11.3%"
"782",2022-02-20,"AUTAUGA","10.7%"
"783",2022-02-21,"AUTAUGA","9.9%"
"784",2022-02-22,"AUTAUGA","8.3%"
"785",2022-02-23,"AUTAUGA","8.1%"
"786",2022-02-24,"AUTAUGA","7.6%"
"787",2022-02-25,"AUTAUGA","7.4%"
"788",2022-02-26,"AUTAUGA","6.8%"
"789",2022-02-27,"AUTAUGA","6.6%"
"790",2022-02-28,"AUTAUGA","5%"
"791",2022-03-01,"AUTAUGA","5.5%"
"792",2022-03-02,"AUTAUGA","4.7%"
"793",2022-03-03,"AUTAUGA","4.5%"
"794",2022-03-04,"AUTAUGA","4.1%"
"795",2022-03-05,"AUTAUGA","4.4%"
"796",2022-03-06,"AUTAUGA","3.7%"
"797",2022-03-07,"AUTAUGA","4.5%"
"798",2022-03-08,"AUTAUGA","4.4%"
"799",2022-03-09,"AUTAUGA","4.3%"
"800",2022-03-10,"AUTAUGA","3.4%"
"801",2022-03-11,"AUTAUGA","3.3%"
"802",2022-03-12,"AUTAUGA","3.2%"
"803",2022-03-13,"AUTAUGA","3.4%"
"804",2022-03-14,"AUTAUGA","2.5%"
"805",2022-03-15,"AUTAUGA","2%"
"806",2022-03-16,"AUTAUGA","2%"
"807",2022-03-17,"AUTAUGA","2.2%"
"808",2022-03-18,"AUTAUGA","1.9%"
"809",2022-03-19,"AUTAUGA","2%"
"810",2022-03-20,"AUTAUGA","1.9%"
"811",2022-03-21,"AUTAUGA","2.3%"
"812",2022-03-22,"AUTAUGA","3.7%"
"813",2022-03-23,"AUTAUGA","3.5%"
"814",2022-03-24,"AUTAUGA","3%"
"815",2022-03-25,"AUTAUGA","3.3%"
"816",2022-03-26,"AUTAUGA","2.7%"
"817",2022-03-27,"AUTAUGA","3%"
"818",2022-03-28,"AUTAUGA","3%"
"819",2022-03-29,"AUTAUGA","1.5%"
"820",2022-03-30,"AUTAUGA","1.8%"
"821",2022-03-31,"AUTAUGA","2.5%"
"822",2022-04-01,"AUTAUGA","2.2%"
"823",2022-04-02,"AUTAUGA","2.7%"
"824",2022-04-03,"AUTAUGA","2.4%"
"825",2022-04-04,"AUTAUGA","2.1%"
"826",2022-04-05,"AUTAUGA","2.2%"
"827",2022-04-06,"AUTAUGA","2.2%"
"828",2022-04-07,"AUTAUGA","1.7%"
"829",2022-04-08,"AUTAUGA","2%"
"830",2022-04-09,"AUTAUGA","1.8%"
"831",2022-04-10,"AUTAUGA","1.4%"
"832",2022-04-11,"AUTAUGA","1.8%"
"833",2022-04-12,"AUTAUGA","1.9%"
"834",2022-04-13,"AUTAUGA","1.4%"
"835",2022-04-14,"AUTAUGA","1.5%"
"836",2022-04-15,"AUTAUGA","1.9%"
"837",2022-04-16,"AUTAUGA","1.8%"
"838",2022-04-17,"AUTAUGA","1.9%"
"839",2022-04-18,"AUTAUGA","1.6%"
"840",2022-04-19,"AUTAUGA","1.9%"
"841",2022-04-20,"AUTAUGA","1.9%"
"842",2022-04-21,"AUTAUGA","3.3%"
"843",2022-04-22,"AUTAUGA","3.2%"
"844",2022-04-23,"AUTAUGA","4.3%"
"845",2022-04-24,"AUTAUGA","5.2%"
"846",2022-04-25,"AUTAUGA","5.5%"
"847",2022-04-26,"AUTAUGA","6.1%"
"848",2022-04-27,"AUTAUGA","7.5%"
"849",2022-04-28,"AUTAUGA","6.4%"
"850",2022-04-29,"AUTAUGA","6.4%"
"851",2022-04-30,"AUTAUGA","5.6%"
"852",2022-05-01,"AUTAUGA","4.7%"
"853",2022-05-02,"AUTAUGA","5.1%"
"854",2022-05-03,"AUTAUGA","5.4%"
"855",2022-05-04,"AUTAUGA","4.7%"
"856",2022-05-05,"AUTAUGA","5.2%"
"857",2022-05-06,"AUTAUGA","5.5%"
"858",2022-05-07,"AUTAUGA","5.9%"
"859",2022-05-08,"AUTAUGA","5.6%"
"860",2022-05-09,"AUTAUGA","5.7%"
"861",2022-05-10,"AUTAUGA","6.8%"
"862",2022-05-11,"AUTAUGA","8.1%"
"863",2022-05-12,"AUTAUGA","8.1%"
"864",2022-05-13,"AUTAUGA","8.7%"
"865",2022-05-14,"AUTAUGA","9%"
"866",2022-05-15,"AUTAUGA","9.6%"
"867",2022-05-16,"AUTAUGA","10.3%"
"868",2022-05-17,"AUTAUGA","9.2%"
"869",2022-05-18,"AUTAUGA","8.9%"
"870",2022-05-19,"AUTAUGA","10.5%"
"871",2022-05-20,"AUTAUGA","11.2%"
"872",2022-05-21,"AUTAUGA","10.9%"
"873",2022-05-22,"AUTAUGA","11.1%"
"874",2022-05-23,"AUTAUGA","10.5%"
"875",2022-05-24,"AUTAUGA","12.6%"
"876",2022-05-25,"AUTAUGA","13.5%"
"877",2022-05-26,"AUTAUGA","12%"
"878",2022-05-27,"AUTAUGA","10.8%"
"879",2022-05-28,"AUTAUGA","12.5%"
"880",2022-05-29,"AUTAUGA","14%"
"881",2022-05-30,"AUTAUGA","14.8%"
"882",2022-05-31,"AUTAUGA","13.8%"
"883",2022-06-01,"AUTAUGA","14.6%"
"884",2022-06-02,"AUTAUGA","18.4%"
"885",2022-06-03,"AUTAUGA","19.9%"
"886",2022-06-04,"AUTAUGA","19.4%"
"887",2022-06-05,"AUTAUGA","18.4%"
"888",2022-06-06,"AUTAUGA","19.9%"
"889",2022-06-07,"AUTAUGA","22.7%"
"890",2022-06-08,"AUTAUGA","24%"
"891",2022-06-09,"AUTAUGA","23.4%"
"892",2022-06-10,"AUTAUGA","23.7%"
"893",2022-06-11,"AUTAUGA","23.5%"
"894",2022-06-12,"AUTAUGA","25.8%"
"895",2022-06-13,"AUTAUGA","23.9%"
"896",2022-06-14,"AUTAUGA","23.9%"
"897",2022-06-15,"AUTAUGA","24.2%"
"898",2022-06-16,"AUTAUGA","22.9%"
"899",2022-06-17,"AUTAUGA","23.4%"
"900",2022-06-18,"AUTAUGA","25.3%"
"901",2022-06-19,"AUTAUGA","25.3%"
"902",2022-06-20,"AUTAUGA","30.5%"
"903",2022-06-21,"AUTAUGA","29.4%"
"904",2022-06-22,"AUTAUGA","28.5%"
"905",2022-06-23,"AUTAUGA","30.9%"
"906",2022-06-24,"AUTAUGA","31.4%"
"907",2022-06-25,"AUTAUGA","32.5%"
"908",2022-06-26,"AUTAUGA","31%"
"909",2022-06-27,"AUTAUGA","29.4%"
"910",2022-06-28,"AUTAUGA","28.7%"
"911",2022-06-29,"AUTAUGA","28.8%"
"912",2022-06-30,"AUTAUGA","30.1%"
"913",2022-07-01,"AUTAUGA","32.4%"
"914",2022-07-02,"AUTAUGA","31.7%"
"915",2022-07-03,"AUTAUGA","33.4%"
"916",2022-07-04,"AUTAUGA","35.2%"
"917",2022-07-05,"AUTAUGA","37.2%"
"918",2022-07-06,"AUTAUGA","40.2%"
"919",2022-07-07,"AUTAUGA","39.1%"
"920",2022-07-08,"AUTAUGA","36.4%"
"921",2022-07-09,"AUTAUGA","38.9%"
"922",2022-07-10,"AUTAUGA","39.3%"
"923",2022-07-11,"AUTAUGA","39.8%"
"924",2022-07-12,"AUTAUGA","41.3%"
"925",2022-07-13,"AUTAUGA","39.5%"
"926",2022-07-14,"AUTAUGA","39.5%"
"927",2022-07-15,"AUTAUGA","40.2%"
"928",2022-07-16,"AUTAUGA","40.1%"
"929",2022-07-17,"AUTAUGA","41.5%"
"930",2022-07-18,"AUTAUGA","40.6%"
"931",2022-07-19,"AUTAUGA","39%"
"932",2022-07-20,"AUTAUGA","37.7%"
"933",2022-07-21,"AUTAUGA","38.7%"
"934",2022-07-22,"AUTAUGA","40.4%"
"935",2022-07-23,"AUTAUGA","37.6%"
"936",2022-07-24,"AUTAUGA","36.8%"
"937",2022-07-25,"AUTAUGA","37.2%"
"938",2022-07-26,"AUTAUGA","37.1%"
"939",2022-07-27,"AUTAUGA","38.7%"
"940",2022-07-28,"AUTAUGA","37.6%"
"941",2022-07-29,"AUTAUGA","36.2%"
"942",2022-07-30,"AUTAUGA","38%"
"943",2022-07-31,"AUTAUGA","35.9%"
"944",2022-08-01,"AUTAUGA","33.3%"
"945",2022-08-02,"AUTAUGA","32.6%"
"946",2022-08-03,"AUTAUGA","31.9%"
"947",2022-08-04,"AUTAUGA","31.9%"
"948",2022-08-05,"AUTAUGA","30.6%"
"949",2022-08-06,"AUTAUGA","29.8%"
"950",2022-08-07,"AUTAUGA","28.4%"
"951",2022-08-08,"AUTAUGA","29.9%"
"952",2022-08-09,"AUTAUGA","30%"
"953",2022-08-10,"AUTAUGA","30.1%"
"954",2022-08-11,"AUTAUGA","29.7%"
"955",2022-08-12,"AUTAUGA","27.6%"
"956",2022-08-13,"AUTAUGA","25.8%"
"957",2022-08-14,"AUTAUGA","28%"
"958",2022-08-15,"AUTAUGA","23.9%"
"959",2022-08-16,"AUTAUGA","23.7%"
"960",2022-08-17,"AUTAUGA","22.5%"
"961",2022-08-18,"AUTAUGA","22.2%"
"962",2022-08-19,"AUTAUGA","23.5%"
"963",2022-08-20,"AUTAUGA","22.5%"
"964",2022-08-21,"AUTAUGA","22.1%"
"965",2022-08-22,"AUTAUGA","24.1%"
"966",2022-08-23,"AUTAUGA","22.5%"
"967",2022-08-24,"AUTAUGA","24%"
"968",2022-08-25,"AUTAUGA","23.6%"
"969",2022-08-26,"AUTAUGA","22.2%"
"970",2022-08-27,"AUTAUGA","23.5%"
"971",2022-08-28,"AUTAUGA","22.4%"
"972",2022-08-29,"AUTAUGA","22.2%"
"973",2022-08-30,"AUTAUGA","22.3%"
"974",2022-08-31,"AUTAUGA","19.5%"
"975",2022-09-01,"AUTAUGA","18.2%"
"976",2022-09-02,"AUTAUGA","18.1%"
"977",2022-09-03,"AUTAUGA","17.4%"
"978",2022-09-04,"AUTAUGA","17.7%"
"979",2022-09-05,"AUTAUGA","16.3%"
"980",2022-09-06,"AUTAUGA","14.6%"
"981",2022-09-07,"AUTAUGA","15%"
"982",2022-09-08,"AUTAUGA","15.6%"
"983",2022-09-09,"AUTAUGA","15.6%"
"984",2022-09-10,"AUTAUGA","15.8%"
"985",2022-09-11,"AUTAUGA","16.1%"
"986",2022-09-12,"AUTAUGA","15.7%"
"987",2022-09-13,"AUTAUGA","16.7%"
"988",2022-09-14,"AUTAUGA","16.9%"
"989",2022-09-15,"AUTAUGA","16.9%"
"990",2022-09-16,"AUTAUGA","17.1%"
"991",2022-09-17,"AUTAUGA","16.4%"
"992",2022-09-18,"AUTAUGA","14.5%"
"993",2022-09-19,"AUTAUGA","12.4%"
"994",2022-09-20,"AUTAUGA","12.8%"
"995",2022-09-21,"AUTAUGA","10.6%"
"996",2022-09-22,"AUTAUGA","9.9%"
"997",2022-09-23,"AUTAUGA","9.8%"
"998",2022-09-24,"AUTAUGA","8.6%"
"999",2022-09-25,"AUTAUGA","8.6%"
"1000",2022-09-26,"AUTAUGA","9.9%"
"1001",2022-09-27,"AUTAUGA","8.9%"
"1002",2022-09-28,"AUTAUGA","9%"
"1003",2022-09-29,"AUTAUGA","8.8%"
"1004",2022-09-30,"AUTAUGA","8.6%"
"1005",2022-10-01,"AUTAUGA","8.8%"
"1006",2022-10-02,"AUTAUGA","8.3%"
"1007",2022-10-03,"AUTAUGA","7.2%"
"1008",2022-10-04,"AUTAUGA","7.5%"
"1009",2022-10-05,"AUTAUGA","7%"
"1010",2022-10-06,"AUTAUGA","6.7%"
"1011",2022-10-07,"AUTAUGA","6%"
"1012",2022-10-08,"AUTAUGA","6.3%"
"1013",2022-10-09,"AUTAUGA","7.1%"
"1014",2022-10-10,"AUTAUGA","7.3%"
"1015",2022-10-11,"AUTAUGA","6.3%"
"1016",2022-10-12,"AUTAUGA","7.6%"
"1017",2022-10-13,"AUTAUGA","8.7%"
"1018",2022-10-14,"AUTAUGA","8.9%"
"1019",2022-10-15,"AUTAUGA","8.7%"
"1020",2022-10-16,"AUTAUGA","8.1%"
"1021",2022-10-17,"AUTAUGA","8.1%"
"1022",2022-10-18,"AUTAUGA","7.7%"
"1023",2022-10-19,"AUTAUGA","6.8%"
"1024",2022-10-20,"AUTAUGA","5.9%"
"1025",2022-10-21,"AUTAUGA","5.6%"
"1026",2022-10-22,"AUTAUGA","5.7%"
"1027",2022-10-23,"AUTAUGA","6.5%"
"1028",2022-10-24,"AUTAUGA","6%"
"1029",2022-10-25,"AUTAUGA","5.5%"
"1030",2022-10-26,"AUTAUGA","4.7%"
"1031",2022-10-27,"AUTAUGA","4.9%"
"1032",2022-10-28,"AUTAUGA","4.5%"
"1033",2022-10-29,"AUTAUGA","3.8%"
"1034",2022-10-30,"AUTAUGA","3.1%"
"1035",2022-10-31,"AUTAUGA","3.5%"
"1036",2022-11-01,"AUTAUGA","3.5%"
"1037",2022-11-02,"AUTAUGA","4.3%"
"1038",2022-11-03,"AUTAUGA","4%"
"1039",2022-11-04,"AUTAUGA","4.5%"
"1040",2022-11-05,"AUTAUGA","4.8%"
"1041",2022-11-06,"AUTAUGA","5.5%"
"1042",2022-11-07,"AUTAUGA","4.6%"
"1043",2022-11-08,"AUTAUGA","5.2%"
"1044",2022-11-09,"AUTAUGA","5.8%"
"1045",2022-11-10,"AUTAUGA","6.2%"
"1046",2022-11-11,"AUTAUGA","6.6%"
"1047",2022-11-12,"AUTAUGA","6.6%"
"1048",2022-11-13,"AUTAUGA","6.2%"
"1049",2022-11-14,"AUTAUGA","5.9%"
"1050",2022-11-15,"AUTAUGA","5.7%"
"1051",2022-11-16,"AUTAUGA","4%"
"1052",2022-11-17,"AUTAUGA","3%"
"1053",2022-11-18,"AUTAUGA","2.5%"
"1054",2022-11-19,"AUTAUGA","2.2%"
"1055",2022-11-20,"AUTAUGA","2%"
"1056",2022-11-21,"AUTAUGA","3%"
"1057",2022-11-22,"AUTAUGA","3.1%"
"1058",2022-11-23,"AUTAUGA","4.6%"
"1059",2022-11-24,"AUTAUGA","6.3%"
"1060",2022-11-25,"AUTAUGA","8.2%"
"1061",2022-11-26,"AUTAUGA","10.4%"
"1062",2022-11-27,"AUTAUGA","11%"
"1063",2022-11-28,"AUTAUGA","11.2%"
"1064",2022-11-29,"AUTAUGA","12%"
"1065",2022-11-30,"AUTAUGA","12.2%"
"1066",2022-12-01,"AUTAUGA","10.8%"
"1067",2022-12-02,"AUTAUGA","10.3%"
"1068",2022-12-03,"AUTAUGA","9.9%"
"1069",2022-12-04,"AUTAUGA","11.7%"
"1070",2022-12-05,"AUTAUGA","13.1%"
"1071",2022-12-06,"AUTAUGA","14.6%"
"1072",2022-12-07,"AUTAUGA","15.2%"
"1073",2022-12-08,"AUTAUGA","16.4%"
"1074",2022-12-09,"AUTAUGA","17.8%"
"1075",2022-12-10,"AUTAUGA","18.1%"
"1076",2022-12-11,"AUTAUGA","18.2%"
"1077",2022-12-12,"AUTAUGA","18.5%"
"1078",2022-12-13,"AUTAUGA","18.9%"
"1079",2022-12-14,"AUTAUGA","18.6%"
"1080",2022-12-15,"AUTAUGA","19.8%"
"1081",2022-12-16,"AUTAUGA","20.5%"
"1082",2022-12-17,"AUTAUGA","21.5%"
"1083",2022-12-18,"AUTAUGA","20.9%"
"1084",2022-12-19,"AUTAUGA","20%"
"1085",2022-12-20,"AUTAUGA","21.1%"
"1086",2022-12-21,"AUTAUGA","22.8%"
"1087",2022-12-22,"AUTAUGA","22.1%"
"1088",2022-12-23,"AUTAUGA","22.2%"
"1089",2022-12-24,"AUTAUGA","23.2%"
"1090",2022-12-25,"AUTAUGA","24.2%"
"1091",2022-12-26,"AUTAUGA","27.6%"
"1092",2022-12-27,"AUTAUGA","27.2%"
"1093",2022-12-28,"AUTAUGA","28%"
"1094",2022-12-29,"AUTAUGA","29.1%"
"1095",2022-12-30,"AUTAUGA","27.6%"
"1096",2022-12-31,"AUTAUGA","27%"
"1097",2023-01-01,"AUTAUGA","27%"
"1098",2023-01-02,"AUTAUGA","26.1%"
"1099",2023-01-03,"AUTAUGA","25.7%"
"1100",2023-01-04,"AUTAUGA","26.3%"
"1101",2023-01-05,"AUTAUGA","26.5%"
"1102",2023-01-06,"AUTAUGA","27.4%"
"1103",2023-01-07,"AUTAUGA","26.8%"
"1104",2023-01-08,"AUTAUGA","26%"
"1105",2023-01-09,"AUTAUGA","24.3%"
"1106",2023-01-10,"AUTAUGA","23.8%"
"1107",2023-01-11,"AUTAUGA","20.7%"
"1108",2023-01-12,"AUTAUGA","19.3%"
"1109",2023-01-13,"AUTAUGA","17.7%"
"1110",2023-01-14,"AUTAUGA","17.6%"
"1111",2023-01-15,"AUTAUGA","16%"
"1112",2023-01-16,"AUTAUGA","15.9%"
"1113",2023-01-17,"AUTAUGA","14.9%"
"1114",2023-01-18,"AUTAUGA","14%"
"1115",2023-01-19,"AUTAUGA","13.4%"
"1116",2023-01-20,"AUTAUGA","14.9%"
"1117",2023-01-21,"AUTAUGA","13.6%"
"1118",2023-01-22,"AUTAUGA","13.7%"
"1119",2023-01-23,"AUTAUGA","14.8%"
"1120",2023-01-24,"AUTAUGA","16.6%"
"1121",2023-01-25,"AUTAUGA","16%"
"1122",2023-01-26,"AUTAUGA","15.8%"
"1123",2023-01-27,"AUTAUGA","14.4%"
"1124",2023-01-28,"AUTAUGA","15%"
