"","DtCaseOrDeathOrTest","Jurisdiction","CSumCase"
"643",2021-10-04,"AUTAUGA",10265
"644",2021-10-05,"AUTAUGA",10280
"645",2021-10-06,"AUTAUGA",10292
"646",2021-10-07,"AUTAUGA",10298
"647",2021-10-08,"AUTAUGA",10305
"648",2021-10-09,"AUTAUGA",10310
"649",2021-10-10,"AUTAUGA",10318
"650",2021-10-11,"AUTAUGA",10326
"651",2021-10-12,"AUTAUGA",10335
"652",2021-10-13,"AUTAUGA",10346
"653",2021-10-14,"AUTAUGA",10355
"654",2021-10-15,"AUTAUGA",10364
"655",2021-10-16,"AUTAUGA",10368
"656",2021-10-17,"AUTAUGA",10369
"657",2021-10-18,"AUTAUGA",10378
"658",2021-10-19,"AUTAUGA",10385
"659",2021-10-20,"AUTAUGA",10393
"660",2021-10-21,"AUTAUGA",10396
"661",2021-10-22,"AUTAUGA",10400
"662",2021-10-23,"AUTAUGA",10403
"663",2021-10-24,"AUTAUGA",10408
"664",2021-10-25,"AUTAUGA",10414
"665",2021-10-26,"AUTAUGA",10423
"666",2021-10-27,"AUTAUGA",10426
"667",2021-10-28,"AUTAUGA",10431
"668",2021-10-29,"AUTAUGA",10439
"669",2021-10-30,"AUTAUGA",10445
"670",2021-10-31,"AUTAUGA",10447
"671",2021-11-01,"AUTAUGA",10450
"672",2021-11-02,"AUTAUGA",10456
"673",2021-11-03,"AUTAUGA",10461
"674",2021-11-04,"AUTAUGA",10465
"675",2021-11-05,"AUTAUGA",10467
"676",2021-11-06,"AUTAUGA",10470
"677",2021-11-07,"AUTAUGA",10474
"678",2021-11-08,"AUTAUGA",10483
"679",2021-11-09,"AUTAUGA",10492
"680",2021-11-10,"AUTAUGA",10496
"681",2021-11-11,"AUTAUGA",10501
"682",2021-11-12,"AUTAUGA",10506
"683",2021-11-13,"AUTAUGA",10508
"684",2021-11-14,"AUTAUGA",10510
"685",2021-11-15,"AUTAUGA",10517
"686",2021-11-16,"AUTAUGA",10524
"687",2021-11-17,"AUTAUGA",10528
"688",2021-11-18,"AUTAUGA",10530
"689",2021-11-19,"AUTAUGA",10540
"690",2021-11-20,"AUTAUGA",10543
"691",2021-11-21,"AUTAUGA",10549
"692",2021-11-22,"AUTAUGA",10558
"693",2021-11-23,"AUTAUGA",10564
"694",2021-11-24,"AUTAUGA",10569
"695",2021-11-25,"AUTAUGA",10570
"696",2021-11-26,"AUTAUGA",10576
"697",2021-11-27,"AUTAUGA",10577
"698",2021-11-28,"AUTAUGA",10584
"699",2021-11-29,"AUTAUGA",10594
"700",2021-11-30,"AUTAUGA",10602
"701",2021-12-01,"AUTAUGA",10609
"702",2021-12-02,"AUTAUGA",10616
"703",2021-12-03,"AUTAUGA",10623
"704",2021-12-04,"AUTAUGA",10624
"705",2021-12-05,"AUTAUGA",10628
"706",2021-12-06,"AUTAUGA",10638
"707",2021-12-07,"AUTAUGA",10649
"708",2021-12-08,"AUTAUGA",10657
"709",2021-12-09,"AUTAUGA",10663
"710",2021-12-10,"AUTAUGA",10667
"711",2021-12-11,"AUTAUGA",10672
"712",2021-12-12,"AUTAUGA",10678
"713",2021-12-13,"AUTAUGA",10690
"714",2021-12-14,"AUTAUGA",10698
"715",2021-12-15,"AUTAUGA",10705
"716",2021-12-16,"AUTAUGA",10710
"717",2021-12-17,"AUTAUGA",10720
"718",2021-12-18,"AUTAUGA",10734
"719",2021-12-19,"AUTAUGA",10742
"720",2021-12-20,"AUTAUGA",10760
"721",2021-12-21,"AUTAUGA",10795
"722",2021-12-22,"AUTAUGA",10816
"723",2021-12-23,"AUTAUGA",10844
"724",2021-12-24,"AUTAUGA",10864
"725",2021-12-25,"AUTAUGA",10882
"726",2021-12-26,"AUTAUGA",10929
"727",2021-12-27,"AUTAUGA",11013
"728",2021-12-28,"AUTAUGA",11109
"729",2021-12-29,"AUTAUGA",11225
"730",2021-12-30,"AUTAUGA",11343
"731",2021-12-31,"AUTAUGA",11441
"732",2022-01-01,"AUTAUGA",11533
"733",2022-01-02,"AUTAUGA",11622
"734",2022-01-03,"AUTAUGA",11782
"735",2022-01-04,"AUTAUGA",11953
"736",2022-01-05,"AUTAUGA",12124
"737",2022-01-06,"AUTAUGA",12273
"738",2022-01-07,"AUTAUGA",12391
"739",2022-01-08,"AUTAUGA",12470
"740",2022-01-09,"AUTAUGA",12584
"741",2022-01-10,"AUTAUGA",12818
"742",2022-01-11,"AUTAUGA",13017
"743",2022-01-12,"AUTAUGA",13229
"744",2022-01-13,"AUTAUGA",13409
"745",2022-01-14,"AUTAUGA",13578
"746",2022-01-15,"AUTAUGA",13662
"747",2022-01-16,"AUTAUGA",13744
"748",2022-01-17,"AUTAUGA",13923
"749",2022-01-18,"AUTAUGA",14121
"750",2022-01-19,"AUTAUGA",14282
"751",2022-01-20,"AUTAUGA",14404
"752",2022-01-21,"AUTAUGA",14513
"753",2022-01-22,"AUTAUGA",14572
"754",2022-01-23,"AUTAUGA",14644
"755",2022-01-24,"AUTAUGA",14783
"756",2022-01-25,"AUTAUGA",14876
"757",2022-01-26,"AUTAUGA",14963
"758",2022-01-27,"AUTAUGA",15051
"759",2022-01-28,"AUTAUGA",15103
"760",2022-01-29,"AUTAUGA",15131
"761",2022-01-30,"AUTAUGA",15169
"762",2022-01-31,"AUTAUGA",15243
"763",2022-02-01,"AUTAUGA",15312
"764",2022-02-02,"AUTAUGA",15370
"765",2022-02-03,"AUTAUGA",15412
"766",2022-02-04,"AUTAUGA",15452
"767",2022-02-05,"AUTAUGA",15466
"768",2022-02-06,"AUTAUGA",15482
"769",2022-02-07,"AUTAUGA",15513
"770",2022-02-08,"AUTAUGA",15548
"771",2022-02-09,"AUTAUGA",15567
"772",2022-02-10,"AUTAUGA",15590
"773",2022-02-11,"AUTAUGA",15607
"774",2022-02-12,"AUTAUGA",15621
"775",2022-02-13,"AUTAUGA",15632
"776",2022-02-14,"AUTAUGA",15649
"777",2022-02-15,"AUTAUGA",15658
"778",2022-02-16,"AUTAUGA",15666
"779",2022-02-17,"AUTAUGA",15676
"780",2022-02-18,"AUTAUGA",15690
"781",2022-02-19,"AUTAUGA",15694
"782",2022-02-20,"AUTAUGA",15701
"783",2022-02-21,"AUTAUGA",15708
"784",2022-02-22,"AUTAUGA",15709
"785",2022-02-23,"AUTAUGA",15717
"786",2022-02-24,"AUTAUGA",15724
"787",2022-02-25,"AUTAUGA",15727
"788",2022-02-26,"AUTAUGA",15728
"789",2022-02-27,"AUTAUGA",15733
"790",2022-02-28,"AUTAUGA",15733
"791",2022-03-01,"AUTAUGA",15736
"792",2022-03-02,"AUTAUGA",15740
"793",2022-03-03,"AUTAUGA",15744
"794",2022-03-04,"AUTAUGA",15746
"795",2022-03-05,"AUTAUGA",15748
"796",2022-03-06,"AUTAUGA",15748
"797",2022-03-07,"AUTAUGA",15751
"798",2022-03-08,"AUTAUGA",15755
"799",2022-03-09,"AUTAUGA",15758
"800",2022-03-10,"AUTAUGA",15758
"801",2022-03-11,"AUTAUGA",15760
"802",2022-03-12,"AUTAUGA",15760
"803",2022-03-13,"AUTAUGA",15761
"804",2022-03-14,"AUTAUGA",15763
"805",2022-03-15,"AUTAUGA",15763
"806",2022-03-16,"AUTAUGA",15765
"807",2022-03-17,"AUTAUGA",15767
"808",2022-03-18,"AUTAUGA",15767
"809",2022-03-19,"AUTAUGA",15768
"810",2022-03-20,"AUTAUGA",15769
"811",2022-03-21,"AUTAUGA",15772
"812",2022-03-22,"AUTAUGA",15777
"813",2022-03-23,"AUTAUGA",15777
"814",2022-03-24,"AUTAUGA",15779
"815",2022-03-25,"AUTAUGA",15782
"816",2022-03-26,"AUTAUGA",15783
"817",2022-03-27,"AUTAUGA",15785
"818",2022-03-28,"AUTAUGA",15787
"819",2022-03-29,"AUTAUGA",15787
"820",2022-03-30,"AUTAUGA",15787
"821",2022-03-31,"AUTAUGA",15789
"822",2022-04-01,"AUTAUGA",15789
"823",2022-04-02,"AUTAUGA",15791
"824",2022-04-03,"AUTAUGA",15792
"825",2022-04-04,"AUTAUGA",15794
"826",2022-04-05,"AUTAUGA",15795
"827",2022-04-06,"AUTAUGA",15796
"828",2022-04-07,"AUTAUGA",15797
"829",2022-04-08,"AUTAUGA",15798
"830",2022-04-09,"AUTAUGA",15798
"831",2022-04-10,"AUTAUGA",15799
"832",2022-04-11,"AUTAUGA",15800
"833",2022-04-12,"AUTAUGA",15800
"834",2022-04-13,"AUTAUGA",15800
"835",2022-04-14,"AUTAUGA",15802
"836",2022-04-15,"AUTAUGA",15804
"837",2022-04-16,"AUTAUGA",15806
"838",2022-04-17,"AUTAUGA",15807
"839",2022-04-18,"AUTAUGA",15807
"840",2022-04-19,"AUTAUGA",15808
"841",2022-04-20,"AUTAUGA",15810
"842",2022-04-21,"AUTAUGA",15813
"843",2022-04-22,"AUTAUGA",15816
"844",2022-04-23,"AUTAUGA",15820
"845",2022-04-24,"AUTAUGA",15823
"846",2022-04-25,"AUTAUGA",15825
"847",2022-04-26,"AUTAUGA",15827
"848",2022-04-27,"AUTAUGA",15833
"849",2022-04-28,"AUTAUGA",15834
"850",2022-04-29,"AUTAUGA",15836
"851",2022-04-30,"AUTAUGA",15837
"852",2022-05-01,"AUTAUGA",15840
"853",2022-05-02,"AUTAUGA",15842
"854",2022-05-03,"AUTAUGA",15846
"855",2022-05-04,"AUTAUGA",15847
"856",2022-05-05,"AUTAUGA",15848
"857",2022-05-06,"AUTAUGA",15854
"858",2022-05-07,"AUTAUGA",15858
"859",2022-05-08,"AUTAUGA",15859
"860",2022-05-09,"AUTAUGA",15862
"861",2022-05-10,"AUTAUGA",15867
"862",2022-05-11,"AUTAUGA",15873
"863",2022-05-12,"AUTAUGA",15877
"864",2022-05-13,"AUTAUGA",15882
"865",2022-05-14,"AUTAUGA",15887
"866",2022-05-15,"AUTAUGA",15890
"867",2022-05-16,"AUTAUGA",15898
"868",2022-05-17,"AUTAUGA",15905
"869",2022-05-18,"AUTAUGA",15912
"870",2022-05-19,"AUTAUGA",15922
"871",2022-05-20,"AUTAUGA",15930
"872",2022-05-21,"AUTAUGA",15934
"873",2022-05-22,"AUTAUGA",15935
"874",2022-05-23,"AUTAUGA",15942
"875",2022-05-24,"AUTAUGA",15955
"876",2022-05-25,"AUTAUGA",15965
"877",2022-05-26,"AUTAUGA",15972
"878",2022-05-27,"AUTAUGA",15975
"879",2022-05-28,"AUTAUGA",15982
"880",2022-05-29,"AUTAUGA",15991
"881",2022-05-30,"AUTAUGA",15998
"882",2022-05-31,"AUTAUGA",16013
"883",2022-06-01,"AUTAUGA",16028
"884",2022-06-02,"AUTAUGA",16050
"885",2022-06-03,"AUTAUGA",16065
"886",2022-06-04,"AUTAUGA",16078
"887",2022-06-05,"AUTAUGA",16091
"888",2022-06-06,"AUTAUGA",16106
"889",2022-06-07,"AUTAUGA",16129
"890",2022-06-08,"AUTAUGA",16149
"891",2022-06-09,"AUTAUGA",16165
"892",2022-06-10,"AUTAUGA",16180
"893",2022-06-11,"AUTAUGA",16194
"894",2022-06-12,"AUTAUGA",16211
"895",2022-06-13,"AUTAUGA",16223
"896",2022-06-14,"AUTAUGA",16238
"897",2022-06-15,"AUTAUGA",16258
"898",2022-06-16,"AUTAUGA",16275
"899",2022-06-17,"AUTAUGA",16291
"900",2022-06-18,"AUTAUGA",16308
"901",2022-06-19,"AUTAUGA",16324
"902",2022-06-20,"AUTAUGA",16351
"903",2022-06-21,"AUTAUGA",16379
"904",2022-06-22,"AUTAUGA",16399
"905",2022-06-23,"AUTAUGA",16437
"906",2022-06-24,"AUTAUGA",16458
"907",2022-06-25,"AUTAUGA",16487
"908",2022-06-26,"AUTAUGA",16511
"909",2022-06-27,"AUTAUGA",16540
"910",2022-06-28,"AUTAUGA",16580
"911",2022-06-29,"AUTAUGA",16614
"912",2022-06-30,"AUTAUGA",16648
"913",2022-07-01,"AUTAUGA",16677
"914",2022-07-02,"AUTAUGA",16699
"915",2022-07-03,"AUTAUGA",16740
"916",2022-07-04,"AUTAUGA",16757
"917",2022-07-05,"AUTAUGA",16807
"918",2022-07-06,"AUTAUGA",16853
"919",2022-07-07,"AUTAUGA",16891
"920",2022-07-08,"AUTAUGA",16924
"921",2022-07-09,"AUTAUGA",16960
"922",2022-07-10,"AUTAUGA",16980
"923",2022-07-11,"AUTAUGA",17027
"924",2022-07-12,"AUTAUGA",17071
"925",2022-07-13,"AUTAUGA",17113
"926",2022-07-14,"AUTAUGA",17140
"927",2022-07-15,"AUTAUGA",17169
"928",2022-07-16,"AUTAUGA",17211
"929",2022-07-17,"AUTAUGA",17239
"930",2022-07-18,"AUTAUGA",17276
"931",2022-07-19,"AUTAUGA",17311
"932",2022-07-20,"AUTAUGA",17340
"933",2022-07-21,"AUTAUGA",17379
"934",2022-07-22,"AUTAUGA",17418
"935",2022-07-23,"AUTAUGA",17445
"936",2022-07-24,"AUTAUGA",17473
"937",2022-07-25,"AUTAUGA",17507
"938",2022-07-26,"AUTAUGA",17531
"939",2022-07-27,"AUTAUGA",17558
"940",2022-07-28,"AUTAUGA",17578
"941",2022-07-29,"AUTAUGA",17598
"942",2022-07-30,"AUTAUGA",17626
"943",2022-07-31,"AUTAUGA",17639
"944",2022-08-01,"AUTAUGA",17659
"945",2022-08-02,"AUTAUGA",17685
"946",2022-08-03,"AUTAUGA",17702
"947",2022-08-04,"AUTAUGA",17721
"948",2022-08-05,"AUTAUGA",17742
"949",2022-08-06,"AUTAUGA",17754
"950",2022-08-07,"AUTAUGA",17762
"951",2022-08-08,"AUTAUGA",17786
"952",2022-08-09,"AUTAUGA",17799
"953",2022-08-10,"AUTAUGA",17818
"954",2022-08-11,"AUTAUGA",17832
"955",2022-08-12,"AUTAUGA",17838
"956",2022-08-13,"AUTAUGA",17848
"957",2022-08-14,"AUTAUGA",17869
"958",2022-08-15,"AUTAUGA",17881
"959",2022-08-16,"AUTAUGA",17900
"960",2022-08-17,"AUTAUGA",17916
"961",2022-08-18,"AUTAUGA",17936
"962",2022-08-19,"AUTAUGA",17949
"963",2022-08-20,"AUTAUGA",17963
"964",2022-08-21,"AUTAUGA",17978
"965",2022-08-22,"AUTAUGA",17999
"966",2022-08-23,"AUTAUGA",18018
"967",2022-08-24,"AUTAUGA",18049
"968",2022-08-25,"AUTAUGA",18064
"969",2022-08-26,"AUTAUGA",18081
"970",2022-08-27,"AUTAUGA",18096
"971",2022-08-28,"AUTAUGA",18109
"972",2022-08-29,"AUTAUGA",18136
"973",2022-08-30,"AUTAUGA",18171
"974",2022-08-31,"AUTAUGA",18185
"975",2022-09-01,"AUTAUGA",18194
"976",2022-09-02,"AUTAUGA",18201
"977",2022-09-03,"AUTAUGA",18214
"978",2022-09-04,"AUTAUGA",18225
"979",2022-09-05,"AUTAUGA",18235
"980",2022-09-06,"AUTAUGA",18245
"981",2022-09-07,"AUTAUGA",18254
"982",2022-09-08,"AUTAUGA",18266
"983",2022-09-09,"AUTAUGA",18275
"984",2022-09-10,"AUTAUGA",18284
"985",2022-09-11,"AUTAUGA",18294
"986",2022-09-12,"AUTAUGA",18302
"987",2022-09-13,"AUTAUGA",18313
"988",2022-09-14,"AUTAUGA",18325
"989",2022-09-15,"AUTAUGA",18336
"990",2022-09-16,"AUTAUGA",18347
"991",2022-09-17,"AUTAUGA",18351
"992",2022-09-18,"AUTAUGA",18356
"993",2022-09-19,"AUTAUGA",18365
"994",2022-09-20,"AUTAUGA",18377
"995",2022-09-21,"AUTAUGA",18379
"996",2022-09-22,"AUTAUGA",18385
"997",2022-09-23,"AUTAUGA",18393
"998",2022-09-24,"AUTAUGA",18396
"999",2022-09-25,"AUTAUGA",18399
"1000",2022-09-26,"AUTAUGA",18402
"1001",2022-09-27,"AUTAUGA",18408
"1002",2022-09-28,"AUTAUGA",18410
"1003",2022-09-29,"AUTAUGA",18414
"1004",2022-09-30,"AUTAUGA",18416
"1005",2022-10-01,"AUTAUGA",18419
"1006",2022-10-02,"AUTAUGA",18421
"1007",2022-10-03,"AUTAUGA",18424
"1008",2022-10-04,"AUTAUGA",18429
"1009",2022-10-05,"AUTAUGA",18435
"1010",2022-10-06,"AUTAUGA",18439
"1011",2022-10-07,"AUTAUGA",18441
"1012",2022-10-08,"AUTAUGA",18445
"1013",2022-10-09,"AUTAUGA",18449
"1014",2022-10-10,"AUTAUGA",18451
"1015",2022-10-11,"AUTAUGA",18455
"1016",2022-10-12,"AUTAUGA",18461
"1017",2022-10-13,"AUTAUGA",18466
"1018",2022-10-14,"AUTAUGA",18467
"1019",2022-10-15,"AUTAUGA",18471
"1020",2022-10-16,"AUTAUGA",18473
"1021",2022-10-17,"AUTAUGA",18477
"1022",2022-10-18,"AUTAUGA",18480
"1023",2022-10-19,"AUTAUGA",18483
"1024",2022-10-20,"AUTAUGA",18488
"1025",2022-10-21,"AUTAUGA",18490
"1026",2022-10-22,"AUTAUGA",18495
"1027",2022-10-23,"AUTAUGA",18500
"1028",2022-10-24,"AUTAUGA",18506
"1029",2022-10-25,"AUTAUGA",18513
"1030",2022-10-26,"AUTAUGA",18515
"1031",2022-10-27,"AUTAUGA",18524
"1032",2022-10-28,"AUTAUGA",18527
"1033",2022-10-29,"AUTAUGA",18528
"1034",2022-10-30,"AUTAUGA",18531
"1035",2022-10-31,"AUTAUGA",18536
"1036",2022-11-01,"AUTAUGA",18538
"1037",2022-11-02,"AUTAUGA",18544
"1038",2022-11-03,"AUTAUGA",18549
"1039",2022-11-04,"AUTAUGA",18551
"1040",2022-11-05,"AUTAUGA",18553
"1041",2022-11-06,"AUTAUGA",18557
"1042",2022-11-07,"AUTAUGA",18566
"1043",2022-11-08,"AUTAUGA",18571
"1044",2022-11-09,"AUTAUGA",18579
"1045",2022-11-10,"AUTAUGA",18586
"1046",2022-11-11,"AUTAUGA",18591
"1047",2022-11-12,"AUTAUGA",18592
"1048",2022-11-13,"AUTAUGA",18596
"1049",2022-11-14,"AUTAUGA",18597
"1050",2022-11-15,"AUTAUGA",18600
"1051",2022-11-16,"AUTAUGA",18600
"1052",2022-11-17,"AUTAUGA",18606
"1053",2022-11-18,"AUTAUGA",18607
"1054",2022-11-19,"AUTAUGA",18611
"1055",2022-11-20,"AUTAUGA",18613
"1056",2022-11-21,"AUTAUGA",18615
"1057",2022-11-22,"AUTAUGA",18619
"1058",2022-11-23,"AUTAUGA",18627
"1059",2022-11-24,"AUTAUGA",18633
"1060",2022-11-25,"AUTAUGA",18645
"1061",2022-11-26,"AUTAUGA",18656
"1062",2022-11-27,"AUTAUGA",18665
"1063",2022-11-28,"AUTAUGA",18678
"1064",2022-11-29,"AUTAUGA",18688
"1065",2022-11-30,"AUTAUGA",18701
"1066",2022-12-01,"AUTAUGA",18711
"1067",2022-12-02,"AUTAUGA",18720
"1068",2022-12-03,"AUTAUGA",18727
"1069",2022-12-04,"AUTAUGA",18742
"1070",2022-12-05,"AUTAUGA",18756
"1071",2022-12-06,"AUTAUGA",18771
"1072",2022-12-07,"AUTAUGA",18789
"1073",2022-12-08,"AUTAUGA",18801
"1074",2022-12-09,"AUTAUGA",18818
"1075",2022-12-10,"AUTAUGA",18829
"1076",2022-12-11,"AUTAUGA",18848
"1077",2022-12-12,"AUTAUGA",18868
"1078",2022-12-13,"AUTAUGA",18880
"1079",2022-12-14,"AUTAUGA",18889
"1080",2022-12-15,"AUTAUGA",18908
"1081",2022-12-16,"AUTAUGA",18923
"1082",2022-12-17,"AUTAUGA",18938
"1083",2022-12-18,"AUTAUGA",18948
"1084",2022-12-19,"AUTAUGA",18959
"1085",2022-12-20,"AUTAUGA",18982
"1086",2022-12-21,"AUTAUGA",18996
"1087",2022-12-22,"AUTAUGA",19008
"1088",2022-12-23,"AUTAUGA",19026
"1089",2022-12-24,"AUTAUGA",19040
"1090",2022-12-25,"AUTAUGA",19049
"1091",2022-12-26,"AUTAUGA",19069
"1092",2022-12-27,"AUTAUGA",19088
"1093",2022-12-28,"AUTAUGA",19116
"1094",2022-12-29,"AUTAUGA",19139
"1095",2022-12-30,"AUTAUGA",19149
"1096",2022-12-31,"AUTAUGA",19163
"1097",2023-01-01,"AUTAUGA",19185
"1098",2023-01-02,"AUTAUGA",19209
"1099",2023-01-03,"AUTAUGA",19234
"1100",2023-01-04,"AUTAUGA",19262
"1101",2023-01-05,"AUTAUGA",19280
"1102",2023-01-06,"AUTAUGA",19294
"1103",2023-01-07,"AUTAUGA",19306
"1104",2023-01-08,"AUTAUGA",19319
"1105",2023-01-09,"AUTAUGA",19332
"1106",2023-01-10,"AUTAUGA",19343
"1107",2023-01-11,"AUTAUGA",19360
"1108",2023-01-12,"AUTAUGA",19373
"1109",2023-01-13,"AUTAUGA",19379
"1110",2023-01-14,"AUTAUGA",19391
"1111",2023-01-15,"AUTAUGA",19402
"1112",2023-01-16,"AUTAUGA",19411
"1113",2023-01-17,"AUTAUGA",19418
"1114",2023-01-18,"AUTAUGA",19422
"1115",2023-01-19,"AUTAUGA",19433
"1116",2023-01-20,"AUTAUGA",19449
"1117",2023-01-21,"AUTAUGA",19461
"1118",2023-01-22,"AUTAUGA",19469
"1119",2023-01-23,"AUTAUGA",19488
"1120",2023-01-24,"AUTAUGA",19507
"1121",2023-01-25,"AUTAUGA",19514
"1122",2023-01-26,"AUTAUGA",19522
"1123",2023-01-27,"AUTAUGA",19530
"1124",2023-01-28,"AUTAUGA",19539
"1125",2023-01-29,"AUTAUGA",19550
"1126",2023-01-30,"AUTAUGA",19560
"1127",2023-01-31,"AUTAUGA",19574
"1128",2023-02-01,"AUTAUGA",19587
"1129",2023-02-02,"AUTAUGA",19595
"1130",2023-02-03,"AUTAUGA",19606
"1131",2023-02-04,"AUTAUGA",19615
"1132",2023-02-05,"AUTAUGA",19625
"1133",2023-02-06,"AUTAUGA",19629
"1134",2023-02-07,"AUTAUGA",19630
"1135",2020-01-01,"BALDWIN",0
"1136",2020-01-02,"BALDWIN",0
"1137",2020-01-03,"BALDWIN",0
"1138",2020-01-04,"BALDWIN",0
"1139",2020-01-05,"BALDWIN",0
"1140",2020-01-06,"BALDWIN",0
"1141",2020-01-07,"BALDWIN",0
"1142",2020-01-08,"BALDWIN",0
"1143",2020-01-09,"BALDWIN",0
"1144",2020-01-10,"BALDWIN",0
"1145",2020-01-11,"BALDWIN",0
"1146",2020-01-12,"BALDWIN",0
"1147",2020-01-13,"BALDWIN",0
"1148",2020-01-14,"BALDWIN",0
"1149",2020-01-15,"BALDWIN",0
"1150",2020-01-16,"BALDWIN",0
"1151",2020-01-17,"BALDWIN",0
"1152",2020-01-18,"BALDWIN",0
"1153",2020-01-19,"BALDWIN",0
"1154",2020-01-20,"BALDWIN",0
"1155",2020-01-21,"BALDWIN",0
"1156",2020-01-22,"BALDWIN",0
"1157",2020-01-23,"BALDWIN",0
"1158",2020-01-24,"BALDWIN",0
"1159",2020-01-25,"BALDWIN",0
"1160",2020-01-26,"BALDWIN",0
"1161",2020-01-27,"BALDWIN",0
"1162",2020-01-28,"BALDWIN",0
"1163",2020-01-29,"BALDWIN",0
"1164",2020-01-30,"BALDWIN",0
"1165",2020-01-31,"BALDWIN",0
"1166",2020-02-01,"BALDWIN",0
"1167",2020-02-02,"BALDWIN",0
"1168",2020-02-03,"BALDWIN",0
"1169",2020-02-04,"BALDWIN",0
"1170",2020-02-05,"BALDWIN",0
"1171",2020-02-06,"BALDWIN",0
"1172",2020-02-07,"BALDWIN",0
"1173",2020-02-08,"BALDWIN",0
"1174",2020-02-09,"BALDWIN",0
"1175",2020-02-10,"BALDWIN",0
"1176",2020-02-11,"BALDWIN",0
"1177",2020-02-12,"BALDWIN",0
"1178",2020-02-13,"BALDWIN",0
"1179",2020-02-14,"BALDWIN",0
"1180",2020-02-15,"BALDWIN",0
"1181",2020-02-16,"BALDWIN",0
"1182",2020-02-17,"BALDWIN",0
"1183",2020-02-18,"BALDWIN",0
"1184",2020-02-19,"BALDWIN",0
"1185",2020-02-20,"BALDWIN",0
"1186",2020-02-21,"BALDWIN",0
"1187",2020-02-22,"BALDWIN",0
"1188",2020-02-23,"BALDWIN",0
"1189",2020-02-24,"BALDWIN",1
"1190",2020-02-25,"BALDWIN",1
"1191",2020-02-26,"BALDWIN",1
"1192",2020-02-27,"BALDWIN",1
"1193",2020-02-28,"BALDWIN",1
"1194",2020-02-29,"BALDWIN",1
"1195",2020-03-01,"BALDWIN",2
"1196",2020-03-02,"BALDWIN",3
"1197",2020-03-03,"BALDWIN",3
"1198",2020-03-04,"BALDWIN",3
"1199",2020-03-05,"BALDWIN",3
"1200",2020-03-06,"BALDWIN",4
"1201",2020-03-07,"BALDWIN",5
"1202",2020-03-08,"BALDWIN",5
"1203",2020-03-09,"BALDWIN",6
"1204",2020-03-10,"BALDWIN",6
"1205",2020-03-11,"BALDWIN",7
"1206",2020-03-12,"BALDWIN",7
"1207",2020-03-13,"BALDWIN",9
"1208",2020-03-14,"BALDWIN",10
"1209",2020-03-15,"BALDWIN",10
"1210",2020-03-16,"BALDWIN",13
"1211",2020-03-17,"BALDWIN",17
"1212",2020-03-18,"BALDWIN",19
"1213",2020-03-19,"BALDWIN",21
"1214",2020-03-20,"BALDWIN",24
"1215",2020-03-21,"BALDWIN",26
"1216",2020-03-22,"BALDWIN",28
"1217",2020-03-23,"BALDWIN",34
"1218",2020-03-24,"BALDWIN",38
"1219",2020-03-25,"BALDWIN",43
"1220",2020-03-26,"BALDWIN",52
"1221",2020-03-27,"BALDWIN",55
"1222",2020-03-28,"BALDWIN",56
"1223",2020-03-29,"BALDWIN",60
"1224",2020-03-30,"BALDWIN",68
"1225",2020-03-31,"BALDWIN",74
"1226",2020-04-01,"BALDWIN",76
"1227",2020-04-02,"BALDWIN",79
"1228",2020-04-03,"BALDWIN",82
"1229",2020-04-04,"BALDWIN",84
"1230",2020-04-05,"BALDWIN",86
"1231",2020-04-06,"BALDWIN",96
"1232",2020-04-07,"BALDWIN",107
"1233",2020-04-08,"BALDWIN",108
"1234",2020-04-09,"BALDWIN",114
"1235",2020-04-10,"BALDWIN",118
"1236",2020-04-11,"BALDWIN",125
"1237",2020-04-12,"BALDWIN",130
"1238",2020-04-13,"BALDWIN",134
"1239",2020-04-14,"BALDWIN",140
"1240",2020-04-15,"BALDWIN",148
"1241",2020-04-16,"BALDWIN",149
"1242",2020-04-17,"BALDWIN",155
"1243",2020-04-18,"BALDWIN",158
"1244",2020-04-19,"BALDWIN",161
"1245",2020-04-20,"BALDWIN",171
"1246",2020-04-21,"BALDWIN",175
"1247",2020-04-22,"BALDWIN",181
"1248",2020-04-23,"BALDWIN",185
"1249",2020-04-24,"BALDWIN",189
"1250",2020-04-25,"BALDWIN",191
"1251",2020-04-26,"BALDWIN",192
"1252",2020-04-27,"BALDWIN",204
"1253",2020-04-28,"BALDWIN",212
"1254",2020-04-29,"BALDWIN",216
"1255",2020-04-30,"BALDWIN",226
"1256",2020-05-01,"BALDWIN",229
"1257",2020-05-02,"BALDWIN",231
"1258",2020-05-03,"BALDWIN",233
"1259",2020-05-04,"BALDWIN",235
"1260",2020-05-05,"BALDWIN",240
"1261",2020-05-06,"BALDWIN",243
"1262",2020-05-07,"BALDWIN",247
"1263",2020-05-08,"BALDWIN",249
"1264",2020-05-09,"BALDWIN",254
"1265",2020-05-10,"BALDWIN",256
"1266",2020-05-11,"BALDWIN",262
"1267",2020-05-12,"BALDWIN",269
"1268",2020-05-13,"BALDWIN",274
"1269",2020-05-14,"BALDWIN",282
"1270",2020-05-15,"BALDWIN",290
"1271",2020-05-16,"BALDWIN",291
"1272",2020-05-17,"BALDWIN",294
"1273",2020-05-18,"BALDWIN",294
"1274",2020-05-19,"BALDWIN",295
"1275",2020-05-20,"BALDWIN",298
"1276",2020-05-21,"BALDWIN",301
"1277",2020-05-22,"BALDWIN",301
